iter	Logloss
208	0.2973273333
209	0.2968975965
210	0.29653437
211	0.2961913614
212	0.2957472409
213	0.2955367369
214	0.2949536492
215	0.2945312724
216	0.2941334893
217	0.293729625
218	0.2933692035
219	0.2930507884
220	0.2926471261
221	0.2924497941
222	0.2921987646
223	0.2919702642
224	0.291619155
225	0.2912300334
226	0.2906752194
227	0.2901828317
228	0.2898878659
229	0.2892514397
230	0.2891310972
231	0.2885130041
232	0.2883122837
233	0.2880520316
234	0.2876910041
235	0.2874402663
236	0.2870387133
237	0.2867322585
238	0.2865133398
239	0.2862371108
240	0.2859986249
241	0.2852907069
242	0.28495259
243	0.2847064523
244	0.2844675849
245	0.2842555775
246	0.2839754217
247	0.28368445
248	0.2834601907
249	0.2832315333
250	0.2829599493
251	0.2828175264
252	0.2825617173
253	0.2820711697
254	0.2818441054
255	0.2816859077
256	0.2813372219
257	0.2810499752
258	0.2805889578
259	0.2802259109
260	0.2800577725
261	0.2797449449
262	0.2793633181
263	0.2790042204
264	0.2787943223
265	0.2784814498
266	0.2782646852
267	0.2779750375
268	0.2776676402
269	0.277346151
270	0.2771424911
271	0.2769254348
272	0.2763992758
273	0.2762033799
274	0.2760168861
275	0.2757531559
276	0.2755078484
277	0.2753144657
278	0.2750539892
279	0.2748920216
280	0.2745727539
281	0.2743686003
282	0.2742035361
283	0.2739582959
284	0.2739139781
285	0.2736523797
286	0.2734713835
287	0.2731481664
288	0.2729181626
289	0.2726167118
290	0.2723646276
291	0.2720733194
292	0.271709487
293	0.2714350308
294	0.2713696199
295	0.2711500729
296	0.270894937
297	0.2706431894
298	0.2701148987
299	0.2700061574
300	0.2697585162
301	0.2696936215
302	0.2695212645
303	0.2692630543
304	0.269063411
305	0.2687950134
306	0.2685342676
307	0.2682755863
308	0.2680130005
309	0.2678408454
310	0.2675104927
311	0.2670877793
312	0.2668781056
313	0.2666814467
314	0.2664695515
315	0.2661858503
316	0.2660033282
317	0.2657210406
318	0.2655130723
319	0.2653410519
320	0.2651460087
321	0.2648843204
322	0.2646920372
323	0.2645307653
324	0.2643709968
325	0.2641441121
326	0.2639541177
327	0.2636994979
328	0.2635241789
329	0.2633339377
330	0.2630771188
331	0.2629315545
332	0.2625843721
333	0.2623395583
334	0.2620440764
335	0.2618006538
336	0.2616714478
337	0.2614737791
338	0.2612476349
339	0.2609734928
340	0.2607610366
341	0.260623528
342	0.260476348
343	0.2603081647
344	0.2601045496
345	0.2599567638
346	0.2597042084
347	0.2594398499
348	0.2592303108
349	0.2590859357
350	0.258878865
351	0.2586379556
352	0.2584706924
353	0.2583078048
354	0.258073717
355	0.2577159882
356	0.2575515523
357	0.2572565191
358	0.2570682301
359	0.256826872
360	0.2566771563
361	0.2564388948
362	0.2562465668
363	0.2560171688
364	0.2557838889
365	0.2555934008
366	0.2554282693
367	0.2553007687
368	0.2551246194
369	0.254951881
370	0.2546112958
371	0.2544246898
372	0.2541356704
373	0.2537803201
374	0.2536125632
375	0.2532729878
376	0.2530960756
377	0.2529117809
378	0.2527101853
379	0.2525206846
380	0.2522990058
381	0.2520729514
382	0.2518848644
383	0.2517749786
384	0.2515444363
385	0.2513139164
386	0.2511400559
387	0.2508341397
388	0.2506586411
389	0.250497257
390	0.2503836912
391	0.2502018648
392	0.2500823975
393	0.2499221802
394	0.2496742473
395	0.2494676029
396	0.2492577272
397	0.2491153493
398	0.2489571964
399	0.2487720714
400	0.2485704983
401	0.2484009687
402	0.248149064
403	0.2480053621
404	0.2477725758
405	0.2472711451
406	0.2470700657
407	0.2468469956
408	0.2467004664
409	0.2465706769
410	0.2463891871
411	0.2462172564
412	0.2461034438
413	0.2459021624
414	0.2457365597
415	0.245576118
416	0.2454572341
417	0.245276956
418	0.2450433843
419	0.2447332046
420	0.2445958755
421	0.2444514331
422	0.2443350624
423	0.2441966337
424	0.2440250846
425	0.2438721825
426	0.243530049
427	0.2433556949
428	0.2430761898
429	0.2429121354
430	0.2427068823
431	0.2424796609
432	0.2423094132
433	0.2421307732
434	0.2419284596
435	0.2417934418
436	0.2415951448
437	0.2414501863
438	0.2413345786
439	0.2412327262
440	0.2410263062
441	0.2408425275
442	0.2406653685
443	0.2404549543
444	0.2403067196
445	0.2401902143
446	0.2400340136
447	0.2397979063
448	0.2396262225
449	0.2394605524
450	0.2393055635
451	0.2390770632
452	0.2389052896
453	0.2387806163
454	0.2386064193
455	0.2385310902
456	0.2384132385
457	0.2382249496
458	0.2380643508
459	0.2379603666
460	0.2377891092
461	0.2376766878
462	0.23738152
463	0.2372898326
464	0.2371446049
465	0.2369806626
466	0.2368104149
467	0.2366206898
468	0.236405137
469	0.2362705455
470	0.236062263
471	0.2358604431
472	0.2357690699
473	0.2356092565
474	0.2354393005
475	0.2352290658
476	0.2350583918
477	0.2348449483
478	0.2347132515
479	0.2345363841
480	0.2344287424
481	0.2342093075
482	0.2340219834
483	0.2336289799
484	0.2334435407
485	0.2332877215
486	0.2331277735
487	0.2330018212
488	0.2328633925
489	0.2327306186
490	0.2325511932
491	0.2324043723
492	0.2322431901
493	0.2320757698
494	0.2319494135
495	0.2317093793
496	0.231555849
497	0.2313980551
498	0.2312253391
499	0.2310726839
500	0.2309143066
501	0.2307898353
502	0.2305326574
503	0.2303461187
504	0.2301507838
505	0.229987425
506	0.2298558403
507	0.2295400507
508	0.229383693
509	0.2292793723
510	0.229117315
511	0.2289810629
512	0.2288055869
513	0.228690742
514	0.2285162982
515	0.2283556321
516	0.2282217587
517	0.2280585345
518	0.2279307646
519	0.2277594398
520	0.2275494968
521	0.227450382
522	0.227324699
523	0.2271938773
524	0.2270342659
525	0.2268703461
526	0.2267095005
527	0.226571588
528	0.2264588749
529	0.2263332816
530	0.2261703042
531	0.2259202845
532	0.2257887896
533	0.225631108
534	0.2255172281
535	0.2254017101
536	0.2252058141
537	0.2250630996
538	0.2249147752
539	0.2247661366
540	0.2245771296
541	0.2243453082
542	0.2241936852
543	0.2240508584
544	0.2238949944
545	0.2237093308
546	0.2235385895
547	0.2233913646
548	0.2232237872
549	0.2230519912
550	0.2229526071
551	0.2227404875
552	0.2225977056
553	0.2224391264
554	0.2223060608
555	0.2221357458
556	0.2220157175
557	0.2218902812
558	0.2217529521
559	0.221638758
560	0.221514354
561	0.2213783264
562	0.2212634591
563	0.2210574879
564	0.2209459866
565	0.2208281124
566	0.2206673566
567	0.2205466327
568	0.2204525667
569	0.2203149908
570	0.2202261981
571	0.2200455609
572	0.2198974609
573	0.2197922651
574	0.2196466334
575	0.2195262685
576	0.2193709878
577	0.2192545049
578	0.2191260843
579	0.2189802731
580	0.2188267427
581	0.2186419319
582	0.218537297
583	0.2183802661
584	0.2182382247
585	0.2181256463
586	0.2180056852
587	0.2178580789
588	0.2177245196
589	0.2175593208
590	0.2174088646
591	0.2172431048
592	0.2171358894
593	0.2169943417
594	0.2167837255
595	0.2166384977
596	0.2165199953
597	0.2163821501
598	0.2162173552
599	0.2160757177
600	0.2159896626
601	0.2158552282
602	0.2157315423
603	0.2156064651
604	0.2154576021
605	0.2153126436
606	0.2151906631
607	0.215086634
608	0.2149291543
609	0.2148181691
610	0.214688806
611	0.2145111084
612	0.2143715129
613	0.2142085356
614	0.214064183
615	0.2138972563
616	0.2137162152
617	0.2136033002
618	0.2134889939
619	0.2133552102
620	0.2131818884
621	0.2129360648
622	0.2127594892
623	0.212602548
624	0.2124750923
625	0.2122999528
626	0.2121405658
627	0.2119965497
628	0.2118815703
629	0.2117667703
630	0.2116629657
631	0.2115127563
632	0.2113715677
633	0.2111885968
634	0.2110787784
635	0.2109400581
636	0.2108081818
637	0.2107287687
638	0.2105584537
639	0.2104197558
640	0.210251034
641	0.2101357853
642	0.2100198634
643	0.2098258075
644	0.2096860773
645	0.2096220577
646	0.2094446519
647	0.2093050788
648	0.2091716093
649	0.2090516932
650	0.2088516011
651	0.2086175133
652	0.208499527
653	0.208390651
654	0.2083243875
655	0.208196842
656	0.2080680398
657	0.2079389684
658	0.2077655792
659	0.2076429928
660	0.2074803072
661	0.2073961146
662	0.2072753233
663	0.2071300282
664	0.2069919586
665	0.2068130718
666	0.2066868053
667	0.2065343296
668	0.2064119227
669	0.2062877655
670	0.2061645508
671	0.206084846
672	0.205954518
673	0.2057858187
674	0.2056613249
675	0.2055443259
676	0.2053692088
677	0.2052363003
678	0.2051096748
679	0.2049690695
680	0.2048620112
681	0.2046962065
682	0.2045598198
683	0.2044324089
684	0.2043279984
685	0.2042049408
686	0.2040042653
687	0.2038789413
688	0.2036910562
689	0.2035690308
690	0.203438411
691	0.2033018224
692	0.203185721
693	0.2030279272
694	0.202947639
695	0.2028352401
696	0.2027407253
697	0.2026416554
698	0.2025219861
699	0.2024258782
700	0.2023023269
701	0.2022030999
702	0.2021044563
703	0.2019130482
704	0.2018184662
705	0.2016898211
706	0.2016002431
707	0.2014415068
708	0.2012286915
709	0.2010997548
710	0.2009773928
711	0.2008293376
712	0.2007087034
713	0.2005978304
714	0.2004995907
715	0.2003482145
716	0.2001835543
717	0.2000787623
718	0.1999879276
719	0.1998506883
720	0.1996935676
721	0.1995572034
722	0.1994232627
723	0.1992811315
724	0.1991324032
725	0.1990167057
726	0.1989178377
727	0.1988154243
728	0.1986773323
729	0.1985119539
730	0.1983831069
731	0.1982074289
732	0.1980993832
733	0.1979895423
734	0.19783397
735	0.1977416543
736	0.1976223665
737	0.1974710128
738	0.1973469902
739	0.1972640542
740	0.1971984414
741	0.1970560859
742	0.1969234691
743	0.1967974494
744	0.1966585496
745	0.1964944278
746	0.1964052088
747	0.1962917328
748	0.1961760128
749	0.1960581387
750	0.1959110933
751	0.1957823585
752	0.1956725625
753	0.1955587275
754	0.1954701592
755	0.1953569076
756	0.1952428257
757	0.1950942544
758	0.1949799482
759	0.1948668536
760	0.194788585
761	0.1946870243
762	0.1945658515
763	0.1944615084
764	0.1942428589
765	0.1941077288
766	0.1940199908
767	0.1938867457
768	0.1937773312
769	0.1936583575
770	0.193512838
771	0.1933504217
772	0.1931832931
773	0.1930249607
774	0.1928819544
775	0.1927601534
776	0.1926650777
777	0.1925108966
778	0.1923714133
779	0.1922157736
780	0.1920197655
781	0.191867043
782	0.1917656169
783	0.1915960648
784	0.1914303275
785	0.1912989672
786	0.1911623113
787	0.1910222446
788	0.1909259572
789	0.1908064225
790	0.1906532512
791	0.190486706
792	0.1903375289
793	0.1902301788
794	0.1900706572
795	0.1899125492
796	0.1897820192
797	0.189655663
798	0.1895291048
799	0.1894301471
800	0.1892860861
801	0.1891790951
802	0.1890467475
803	0.1888872483
804	0.1887536442
805	0.1886287689
806	0.1885288463
807	0.1883605059
808	0.1882237939
809	0.1880638908
810	0.1879501455
811	0.1878426608
812	0.1877086415
813	0.1876419404
814	0.1874996634
815	0.1873283947
816	0.1872114855
817	0.1870925903
818	0.1869872037
819	0.1868798536
820	0.186762821
821	0.1866318086
822	0.186517693
823	0.1863838757
824	0.1862294253
825	0.1861095204
826	0.186008229
827	0.1859028985
828	0.1858065437
829	0.1856615291
830	0.1855016933
831	0.1853842118
832	0.1853468053
833	0.1852355733
834	0.1851041121
835	0.1849754558
836	0.1848730087
837	0.1847202301
838	0.1845774707
839	0.1844543457
840	0.1843224021
841	0.1842340469
842	0.1840691735
843	0.183967523
844	0.1838090223
845	0.1836753396
846	0.1835504981
847	0.1834012312
848	0.183245614
849	0.1831188202
850	0.1829990836
851	0.1828970516
852	0.1827162799
853	0.1825725107
854	0.1824784447
855	0.1823688507
856	0.1822438521
857	0.1820999594
858	0.1819664338
859	0.1818473816
860	0.181703388
861	0.1816088733
862	0.1815010632
863	0.1813868354
864	0.1812674803
865	0.1811487983
866	0.1810301276
867	0.1808926077
868	0.1807433858
869	0.1806339825
870	0.1804979885
871	0.1803752675
872	0.1802801693
873	0.1801739861
874	0.1800173367
875	0.1798950195
876	0.179754807
877	0.1796548956
878	0.179536696
879	0.1794258791
880	0.1792703404
881	0.1791385987
882	0.179006038
883	0.1789069905
884	0.1787600237
885	0.1786723642
886	0.1785646102
887	0.1784485985
888	0.178336985
889	0.1782351438
890	0.178152477
891	0.1780103347
892	0.1779009426
893	0.1777899125
894	0.1776606504
895	0.1775311863
896	0.1774350447
897	0.1772949219
898	0.1771864498
899	0.1770521725
900	0.1769088745
901	0.1768034655
902	0.1767178928
903	0.1765998167
904	0.1764968199
905	0.1763634738
906	0.1762520958
907	0.176115137
908	0.175966734
909	0.1758506102
910	0.1757549286
911	0.1756365159
912	0.1755412382
913	0.1754291759
914	0.1753142974
915	0.1752105488
916	0.1751105813
917	0.1749585208
918	0.1748580708
919	0.1747326907
920	0.1745907391
921	0.1745050767
922	0.1744034935
923	0.1743105159
924	0.1742142846
925	0.1741458444
926	0.1740054074
927	0.1738850313
928	0.1737232657
929	0.1735651802
930	0.1734271554
931	0.173331687
932	0.1732269848
933	0.1731019974
934	0.1730176365
935	0.1729064268
936	0.1728314007
937	0.1726720025
938	0.1725338207
939	0.1723832635
940	0.1723064423
941	0.1721975439
942	0.1720837649
943	0.1719461104
944	0.1718283485
945	0.171741149
946	0.1716604794
947	0.171581863
948	0.1714648752
949	0.1713475844
950	0.1712358587
951	0.1711445191
952	0.1710102418
953	0.1708795099
954	0.1707385344
955	0.1706255071
956	0.1704983431
957	0.1703635272
958	0.170257344
959	0.1701231676
960	0.1700086481
961	0.1699021396
962	0.1697905148
963	0.1696964937
964	0.1695865519
965	0.1694548214
966	0.169352049
967	0.1692360149
968	0.1691138324
969	0.1689934562
970	0.1688522227
971	0.1687466229
972	0.1686699026
973	0.1685495938
974	0.168462383
975	0.1683777977
976	0.1682561987
977	0.168157039
978	0.1680673936
979	0.1679635777
980	0.1678482056
981	0.1677281211
982	0.1676366694
983	0.1675321467
984	0.1674500634
985	0.1673317068
986	0.1672612471
987	0.1671849868
988	0.1670775694
989	0.1669656978
990	0.1668463539
991	0.1667751312
992	0.1666677363
993	0.1665296442
994	0.1664379344
995	0.1663294063
996	0.1662053725
997	0.1661168491
998	0.1659889221
999	0.1658755807
